artist,style,url,status
Alma Woodsey Thomas,Color Field,https://uploads1.wikiart.org/images/alma-woodsey-thomas/orion-1973.jpg!Large.jpg,downloaded
Claude Monet,Impressionism,https://uploads1.wikiart.org/images/claude-monet/water-lily-pond-3.jpg!Large.jpg,downloaded
Gustave Caillebotte,Impressionism,https://uploads3.wikiart.org/images/gustave-caillebotte/landscape-near-yerres.jpg!Large.jpg,downloaded
Aurel Cojan,Art Informel,https://uploads0.wikiart.org/images/aurel-cojan/paysage-anim-1998.jpg!Large.jpg,downloaded
Charles Angrand,Divisionism,https://uploads8.wikiart.org/images/charles-angrand/hay-ricks-in-normandy.jpg!Large.jpg,downloaded
Robert Julian Onderdonk,Impressionism,https://uploads2.wikiart.org/images/robert-julian-onderdonk/bluebonnets-in-texas-1915.jpg!Large.jpg,downloaded
Fritz Thaulow,Realism,https://uploads0.wikiart.org/images/frits-thaulow/winter-in-paris.jpg!Large.jpg,downloaded
Francisco de Zurbarán,Baroque,https://uploads0.wikiart.org/images/francisco-zurbaran/st-jerome-with-st-paula-and-st-eustochium-1640.jpg!Large.jpg,downloaded
Peter Max,Pop Art,https://uploads8.wikiart.org/images/peter-max/four-seasons-summer.jpg,downloaded
Pierre-Auguste Renoir,Impressionism,https://uploads1.wikiart.org/images/pierre-auguste-renoir/place-de-la-trinite-1875-2.jpg!Large.jpg,downloaded
Abraham van Strij,Neoclassicism,https://uploads6.wikiart.org/images/abraham-van-strij/the-foreign-trade.jpg!Large.jpg,downloaded
Ligia Macovei,Expressionism,https://uploads4.wikiart.org/images/ligia-macovei/for-a-walk.jpg!Large.jpg,downloaded
Mikalojus Konstantinas Ciurlionis,Symbolism,https://uploads8.wikiart.org/images/mikalojus-ciurlionis/the-offering-1909.jpg,downloaded
Pierre Tal-Coat,Expressionism,https://uploads3.wikiart.org/images/pierre-tal-coat/arlequin.jpg,downloaded
Valentin Serov,Impressionism,https://uploads8.wikiart.org/images/valentin-serov/anna-pavlova-in-the-ballet-sylphyde-1909.jpg!Large.jpg,downloaded
Antonello da Messina,Early Renaissance,https://uploads6.wikiart.org/images/antonello-da-messina/ecce-homo-1474.jpg!Large.jpg,downloaded
John Singer Sargent,Realism,https://uploads7.wikiart.org/images/john-singer-sargent/mrs-gardner-in-white-1922.jpg!Large.jpg,downloaded
Antoine Blanchard,Impressionism,https://uploads2.wikiart.org/images/antoine-blanchard/place-de-la-republic-5.jpg!Large.jpg,downloaded
Vincent van Gogh,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/pollard-willows-and-setting-sun-1888.jpg!Large.jpg,downloaded
Frederick Morgan,,https://uploads7.wikiart.org/images/frederick-morgan/hold-tight.jpg!Large.jpg,downloaded
Hans Holbein the Younger,Northern Renaissance,https://uploads8.wikiart.org/images/hans-holbein-the-younger/marginal-illustration-for-erasmus-in-praise-of-folly-1515.jpg!Large.jpg,downloaded
Fyodor Vasilyev,Realism,https://uploads7.wikiart.org/images/fyodor-vasilyev/on-the-island-valaam.jpg!Large.jpg,downloaded
Rembrandt van Rijn,Baroque,https://uploads2.wikiart.org/images/rembrandt/haman-begging-esther-for-mercy.jpg!Large.jpg,downloaded
Theodor Severin Kittelsen,Neo-Romanticism,https://uploads5.wikiart.org/images/theodor-severin-kittelsen/pesta-kommer-1900.jpg!Large.jpg,downloaded
Winston Churchill,Impressionism,https://uploads4.wikiart.org/images/winston-churchill/mimizan-lake(1).jpg!Large.jpg,downloaded
Antoine Pesne,Rococo,https://uploads7.wikiart.org/images/antoine-pesne/girl-with-pigeons-1728.jpg!Large.jpg,downloaded
Katsushika Hokusai,Ukiyo-e,https://uploads6.wikiart.org/images/katsushika-hokusai/concert-under-the-wisteria.jpg,downloaded
Ilya Repin,Realism,https://uploads1.wikiart.org/images/ilya-repin/portrait-of-e-zvantseva-1889.jpg!Large.jpg,downloaded
Claude Monet,Impressionism,https://uploads4.wikiart.org/00261/images/claude-monet/grainstack-sun-in-the-mist-google-art-project.jpg!Large.jpg,downloaded
Theophile Steinlen,Realism,https://uploads7.wikiart.org/images/theophile-steinlen/conciliabule-1916.jpg!Large.jpg,downloaded
Eyvind Earle,Magic Realism,https://uploads1.wikiart.org/images/eyvind-earle/mother-child-1975.jpg!Large.jpg,downloaded
Jean Messagier,Lyrical Abstraction,https://uploads1.wikiart.org/images/jean-messagier/composition-1960.jpg,downloaded
Marie-Guillemine Benoist,Neoclassicism,https://uploads5.wikiart.org/images/marie-guillemine-benoist/guillaume-marie-anne-comte-de-brune-mar-chal-de-france-1763-1815.jpg,downloaded
Michelangelo,Mannerism,https://uploads7.wikiart.org/images/michelangelo/cleopatra-1534.jpg!Large.jpg,downloaded
Ilya Repin,Realism,https://uploads3.wikiart.org/images/ilya-repin/calvary-crucifixion-study-1869.jpg!Large.jpg,downloaded
Raphael,Expressionism,https://uploads8.wikiart.org/images/raphael/the-madonna-of-the-chair-1515.jpg!Large.jpg,downloaded
Domenico Ghirlandaio,Early Renaissance,https://uploads1.wikiart.org/images/domenico-ghirlandaio/stigmata-of-st-francis-1485.jpg!Large.jpg,downloaded
Emil Nolde,Expressionism,https://uploads6.wikiart.org/images/emil-nolde/kneeling-negro-girl-1913.jpg!Large.jpg,downloaded
Katsushika Hokusai,Ukiyo-e,https://uploads5.wikiart.org/images/katsushika-hokusai/the-back-of-the-fuji-from-the-minobu-river.jpg!Large.jpg,downloaded
Konstantin Somov,Symbolism,https://uploads3.wikiart.org/images/konstantin-somov/forest.jpg!Large.jpg,downloaded
Lev Lagorio,Romanticism,https://uploads5.wikiart.org/images/lev-lagorio/crimean-landscape-1891.jpg!Large.jpg,downloaded
Piero della Francesca,Early Renaissance,https://uploads0.wikiart.org/images/piero-della-francesca/baptism-of-christ-1450(1).jpg!Large.jpg,downloaded
Carl Larsson,Art Nouveau,https://uploads4.wikiart.org/images/carl-larsson/cowgirl-in-the-meadow-1906(1).jpg!Large.jpg,downloaded
Nikolay Bogdanov-Belsky,Realism,https://uploads3.wikiart.org/images/nikolay-bogdanov-belsky/newcomers.jpg,downloaded
John Ruskin,Romanticism,https://uploads6.wikiart.org/images/john-ruskin/a-view-in-the-alps-1835.jpg!Large.jpg,downloaded
Helen Frankenthaler,Color Field,https://uploads4.wikiart.org/images/helen-frankenthaler/shoreline-1952.jpg,downloaded
Carlo Carrà,Cubism,https://uploads7.wikiart.org/images/carlo-carra/l-attrice-futurista-1915.jpg!Large.jpg,downloaded
Grandma Moses,Naïve Art,https://uploads1.wikiart.org/images/grandma-moses/the-rainbow-1961.jpg!Large.jpg,downloaded
Paul Jacoulet,Ukiyo-e,https://uploads3.wikiart.org/images/paul-jacoulet/belle-de-yap-et-orchidees-ouest-carolines-1934.jpg,downloaded
Gene Davis,Abstract Expressionism,https://uploads6.wikiart.org/images/gene-davis/angel-vine-1952.jpg!Large.jpg,downloaded
Frédéric Bazille,Impressionism,https://uploads1.wikiart.org/images/frederic-bazille/forest-of-fontainebleau.jpg,downloaded
William Merritt Chase,Impressionism,https://uploads0.wikiart.org/images/william-merritt-chase/portrait-of-susan-watkins.jpg!Large.jpg,downloaded
David Teniers the Younger,Baroque,https://uploads1.wikiart.org/images/david-teniers-the-younger/great-village-feast-with-a-dancing-couple.jpg,downloaded
Pierre-Auguste Renoir,Impressionism,https://uploads1.wikiart.org/images/pierre-auguste-renoir/melon-and-tomatos.jpg!Large.jpg,downloaded
Giovanni Fattori,Impressionism,https://uploads5.wikiart.org/images/giovanni-fattori/pferd-vor-einem-wagen-1890.jpg!Large.jpg,downloaded
Antonio Donghi,Magic Realism,https://uploads4.wikiart.org/images/antonio-donghi/baptizing.jpg!Large.jpg,downloaded
Niko Pirosmani,Naïve Art,https://uploads3.wikiart.org/images/niko-pirosmani/scene-from-the-play-brother-and-sister-by-v-guniya(1).jpg!Large.jpg,downloaded
Félix Vallotton,Magic Realism,https://uploads3.wikiart.org/images/felix-vallotton/the-way-to-locquirec-1902.jpg!Large.jpg,downloaded
Morris Louis,Color Field,https://uploads5.wikiart.org/images/morris-louis/number-6-1962.jpg,downloaded
Marcel Marien,Surrealism,https://uploads8.wikiart.org/images/marcel-marien/why-we-are-fighting-1970.jpg,downloaded
George Stubbs,Romanticism,https://uploads0.wikiart.org/images/george-stubbs/john-and-sophia-musters-riding-at-colwick-hall-1777.jpg!Large.jpg,downloaded
Julio Resende,Expressionism,https://uploads8.wikiart.org/images/julio-resende/unknown-title-1.jpg,downloaded
Rembrandt van Rijn,Baroque,https://uploads5.wikiart.org/images/rembrandt/joseph-tells-his-dreams-to-his-parents-and-brothers.jpg!Large.jpg,downloaded
Martiros Sarian,Symbolism,https://uploads6.wikiart.org/images/martiros-saryan/midday-silence-1924.jpg!Large.jpg,downloaded
Remedios Varo,Metaphysical Art,https://uploads3.wikiart.org/images/remedios-varo/pain-1948.jpg!Large.jpg,downloaded
Gustave Moreau,Romanticism,https://uploads7.wikiart.org/images/gustave-moreau/the-daughters-of-thespius-1853.jpg!Large.jpg,downloaded
Jacoba van Heemskerck,Abstract Art,https://uploads1.wikiart.org/images/jacoba-van-heemskerck/baum-1913.jpg,downloaded
Edgar Degas,Impressionism,https://uploads0.wikiart.org/images/edgar-degas/three-russian-dancers-1895.jpg!Large.jpg,downloaded
Gregoire Boonzaier,Impressionism,https://uploads0.wikiart.org/images/gregoire-boonzaier/still-life-with-hibiscus-1991.jpg,downloaded
Hans Memling,Northern Renaissance,https://uploads0.wikiart.org/images/hans-memling/portrait-of-jacob-obrecht.jpg!Large.jpg,downloaded
Maurice Quentin de La Tour,Rococo,https://uploads4.wikiart.org/images/maurice-quentin-de-la-tour/self-portrait-1.jpg!Large.jpg,downloaded
Nicolae Tonitza,Expressionism,https://uploads6.wikiart.org/images/nicolae-tonitza/mangalia-beach-1930.jpg!Large.jpg,downloaded
Benozzo Gozzoli,Early Renaissance,https://uploads4.wikiart.org/images/benozzo-gozzoli/tabernacle-of-the-madonna-delle-tosse-assumption-of-the-virgin.jpg!Large.jpg,downloaded
Octav Bancila,Realism,https://uploads7.wikiart.org/images/octav-bancila/maci.jpg!Large.jpg,downloaded
Paul Klee,Expressionism,https://uploads3.wikiart.org/images/paul-klee/reconstructing-1926(1).jpg!Large.jpg,downloaded
Wojciech Siudmak,Fantastic Realism,https://uploads3.wikiart.org/images/wojciech-siudmak/the-instant-hypophonic-1.jpg!Large.jpg,downloaded
Desmond Morris,Surrealism,https://uploads5.wikiart.org/images/desmond-morris/the-obsessional-1992.jpg,downloaded
Henri Fantin-Latour,Realism,https://uploads3.wikiart.org/images/henri-fantin-latour/carnations-1.jpg!Large.jpg,downloaded
Eric Ravilious,Magic Realism,https://uploads0.wikiart.org/images/eric-ravilious/the-vale-of-the-white-horse-1939.jpg!Large.jpg,downloaded
Octav Angheluta,Impressionism,https://uploads0.wikiart.org/images/octav-angheluta/meridional-landscape-with-ruins.jpg!Large.jpg,downloaded
Vladimir Makovsky,Realism,https://uploads2.wikiart.org/images/vladimir-makovsky/a-deacon-1871.jpg!Large.jpg,downloaded
Albert Bierstadt,Luminism,https://uploads3.wikiart.org/images/albert-bierstadt/long-s-peak-estes-park-colorado-1.jpg!Large.jpg,downloaded
Raoul Ubac,Abstract Expressionism,https://uploads7.wikiart.org/images/raoul-ubac/les-fruits-i-1975.jpg,downloaded
Isaac Levitan,Realism,https://uploads7.wikiart.org/images/isaac-levitan/the-evening-after-the-rain-1879.jpg!Large.jpg,downloaded
Konstantinos Maleas,Impressionism,https://uploads0.wikiart.org/images/constantine-maleas/church-with-cypress.jpg!Large.jpg,downloaded
Henri Fantin-Latour,Symbolism,https://uploads0.wikiart.org/images/henri-fantin-latour/bathers-i.jpg!Large.jpg,downloaded
Pieter Claesz,Baroque,https://uploads8.wikiart.org/images/pieter-claesz/vanitas-still-life-1630.jpg!Large.jpg,downloaded
Georges-Pierre Seurat,Pointillism,https://uploads4.wikiart.org/images/georges-seurat/hospice-and-lighthouse-honfleur-1886.jpg!Large.jpg,downloaded
Ivan Shishkin,Realism,https://uploads0.wikiart.org/images/ivan-shishkin/the-stream-1873.jpg!Large.jpg,downloaded
Cornelis Vreedenburgh,Impressionism,https://uploads4.wikiart.org/images/cornelis-vreedenburgh/farm-along-the-canal.jpg!Large.jpg,downloaded
Lovis Corinth,Impressionism,https://uploads6.wikiart.org/images/lovis-corinth/still-life-with-chrysanthemums-and-amaryllis-1922.jpg,downloaded
Thomas Cole,Romanticism,https://uploads0.wikiart.org/images/thomas-cole/the-voyage-of-life-old-age.jpg!Large.jpg,downloaded
Alfred Sisley,Impressionism,https://uploads5.wikiart.org/images/alfred-sisley/boatyard-at-saint-mammes-1885.jpg!Large.jpg,downloaded
Joaquín Sorolla,Impressionism,https://uploads6.wikiart.org/images/joaquin-sorolla/old-valencian-fisherman-1907.jpg!Large.jpg,downloaded
Paul Gauguin,Post-Impressionism,https://uploads0.wikiart.org/images/paul-gauguin/landscape-near-arles-1888.jpg!Large.jpg,downloaded
Nicolas Poussin,Classicism,https://uploads6.wikiart.org/images/nicolas-poussin/pieta-1627.jpg!Large.jpg,downloaded
Gustav Klimt,Symbolism,https://uploads8.wikiart.org/images/gustav-klimt/schubert-at-the-piano-ii.jpg!Large.jpg,downloaded
Odilon Redon,Impressionism,https://uploads7.wikiart.org/images/odilon-redon/breton-harbour.jpg!Large.jpg,downloaded
Paul Signac,Pointillism,https://uploads1.wikiart.org/images/paul-signac/the-velodrome-1899.jpg!Large.jpg,downloaded
Camille Pissarro,Impressionism,https://uploads7.wikiart.org/images/camille-pissarro/the-pilot-s-jetty-le-havre-high-tide-afternoon-sun-1903.jpg!Large.jpg,downloaded
Félix Vallotton,Art Nouveau,https://uploads0.wikiart.org/images/felix-vallotton/portrait-of-french-general-and-politician-joseph-vinoy-1897.jpg,downloaded
Xul Solar,Surrealism,https://uploads3.wikiart.org/images/xul-solar/san-danza-1925.jpg,downloaded
Utagawa Kuniyoshi,Ukiyo-e,https://uploads7.wikiart.org/images/utagawa-kuniyoshi/island-enoshima-the-fuji-can-be-seen-far-away.jpg!Large.jpg,downloaded
Paul Cézanne,Post-Impressionism,https://uploads7.wikiart.org/images/paul-cezanne/woman-with-a-coffee-pot.jpg!Large.jpg,downloaded
Ernst Ludwig Kirchner,Expressionism,https://uploads8.wikiart.org/images/ernst-ludwig-kirchner/davos-in-summer.jpg!Large.jpg,downloaded
Giovanni Battista Tiepolo,Rococo,https://uploads6.wikiart.org/images/giovanni-battista-tiepolo/the-gathering-of-manna-1742.jpg!Large.jpg,downloaded
Paula Rego,Surrealism,https://uploads6.wikiart.org/images/paula-rego/doctor-dog-1982.jpg!Large.jpg,downloaded
Francisco Toledo,Surrealism,https://uploads4.wikiart.org/images/francisco-toledo/untitled.jpg,downloaded
Tadanori Yokoo,Pop Art,https://uploads1.wikiart.org/images/tadanori-yokoo/fuji-tarzan-1997.jpg,downloaded
Grace Cossington Smith,Post-Impressionism,https://uploads1.wikiart.org/images/grace-cossington-smith/landscape-with-flowering-peach-1932.jpg,downloaded
Willi Baumeister,Art Informel,https://uploads2.wikiart.org/images/willi-baumeister/black-metamorphosis-1950.jpg,downloaded
Orest Kiprensky,Romanticism,https://uploads7.wikiart.org/images/orest-kiprensky/peasant-boy-petrushka-melancholic-1814.jpg!Large.jpg,downloaded
Nicholas Roerich,Symbolism,https://uploads4.wikiart.org/images/nicholas-roerich/st-sergius-hermitage-1933.jpg!Large.jpg,downloaded
Paul Cézanne,Impressionism,https://uploads5.wikiart.org/images/paul-cezanne/flowers-in-a-blue-vase.jpg,downloaded
Nikolaos Gyzis,Realism,https://uploads3.wikiart.org/images/nikolaos-gyzis/artemis-gyzi-1880.jpg!Large.jpg,downloaded
Lolo Soldevilla,Concretism,https://uploads1.wikiart.org/images/lolo-soldevilla/untitled-1955-1.jpg,downloaded
Edgar Degas,Impressionism,https://uploads5.wikiart.org/images/edgar-degas/the-bath-woman-from-behind-1895.jpg!Large.jpg,downloaded
Édouard Manet,Impressionism,https://uploads1.wikiart.org/images/edouard-manet/moss-roses-in-a-vase-1882.jpg!Large.jpg,downloaded
Lovis Corinth,Expressionism,https://uploads0.wikiart.org/images/lovis-corinth/wilhelmine-in-the-green-dress-1924.jpg,downloaded
Sven Jonson,Surrealism,https://uploads5.wikiart.org/images/sven-jonson/komposition-med-f-nster-1929(5).jpg!Large.jpg,downloaded
Theodor Philipsen,Impressionism,https://uploads5.wikiart.org/images/theodor-philipsen/jutlandic-heath-landscape.jpg!Large.jpg,downloaded
Antoine Blanchard,Impressionism,https://uploads2.wikiart.org/images/antoine-blanchard/place-de-la-concorde-4.jpg!Large.jpg,downloaded
Théodore Rousseau,Realism,https://uploads7.wikiart.org/images/theodore-rousseau/the-great-oaks-of-old-bas-breau-1864.jpg!Large.jpg,downloaded
Helmut Sturm,Art Informel,https://uploads5.wikiart.org/images/helmut-sturm/untitled-1992.jpg,downloaded
Jules Dupré,Impressionism,https://uploads6.wikiart.org/images/jules-dupre/landscape-1870.jpg!Large.jpg,downloaded
Stanley Pinker,Fauvism,https://uploads2.wikiart.org/images/stanley-pinker/locquats.jpg,downloaded
Eyvind Earle,Magic Realism,https://uploads7.wikiart.org/images/eyvind-earle/fog-light-1990.jpg!Large.jpg,downloaded
Remedios Varo,Surrealism,https://uploads7.wikiart.org/images/remedios-varo/saljendodel-woman-psychoanalyst.jpg!Large.jpg,downloaded
Paul Sérusier,Synthetism,https://uploads5.wikiart.org/images/paul-serusier/the-fairy-and-the-knight-1912.jpg!Large.jpg,downloaded
Georges Lacombe,Pointillism,https://uploads7.wikiart.org/images/georges-lacombe/oaks-and-blueberry-bushes-1905.jpg,downloaded
Jacques Hérold,Surrealism,https://uploads4.wikiart.org/images/jacques-h-rold/surrealist-personages-by-the-sea-1934.jpg,downloaded
Fyodor Vasilyev,Realism,https://uploads8.wikiart.org/images/fyodor-vasilyev/on-the-river-windy-day.jpg,downloaded
Ivan Bilibine,Art Nouveau,https://uploads6.wikiart.org/images/ivan-bilibin/mills.jpg,downloaded
Jacques Hérold,Lyrical Abstraction,https://uploads6.wikiart.org/images/jacques-h-rold/moon-flowers.jpg,downloaded
Asger Jorn,Art Informel,https://uploads2.wikiart.org/images/asger-jorn/sm-ting-1940.jpg,downloaded
Toko Shinoda,Abstract Expressionism,https://uploads2.wikiart.org/images/toko-shinoda/f-te-1997.jpg!Large.jpg,downloaded
Claude Monet,Impressionism,https://uploads6.wikiart.org/images/claude-monet/festival-at-argenteuil.jpg!Large.jpg,downloaded
Gregoire Boonzaier,Impressionism,https://uploads2.wikiart.org/images/gregoire-boonzaier/a-large-oak-tree-in-front-of-houses-1985.jpg,downloaded
Paul Jacoulet,Ukiyo-e,https://uploads8.wikiart.org/images/paul-jacoulet/jeu-princier-mongol-1956.jpg,downloaded
Hiro Yamagata,Pop Art,https://uploads6.wikiart.org/images/hiro-yamagata/perrier-1986.jpg!Large.jpg,downloaded
Theodor Severin Kittelsen,Art Nouveau,https://uploads3.wikiart.org/images/theodor-severin-kittelsen/paa-rangel-1894.jpg!Large.jpg,downloaded
Albrecht Altdorfer,Northern Renaissance,https://uploads5.wikiart.org/images/albrecht-altdorfer/susanna-in-the-bath-1526.jpg!Large.jpg,downloaded
Édouard Debat-Ponsan,Academic Art,https://uploads2.wikiart.org/images/edouard-debat-ponsan/preparing-the-flower-arrangement-1886.jpg!Large.jpg,downloaded
Edward Hopper,New Realism,https://uploads8.wikiart.org/images/edward-hopper/the-new-bridge.jpg!Large.jpg,downloaded
Utagawa Kuniyoshi,Ukiyo-e,https://uploads6.wikiart.org/images/utagawa-kuniyoshi/suikoden-series-2.jpg!Large.jpg,downloaded
Nicolae Tonitza,Expressionism,https://uploads4.wikiart.org/images/nicolae-tonitza/scherzzo.jpg!Large.jpg,downloaded
Albert Bloch,Expressionism,https://uploads0.wikiart.org/images/albert-bloch/two-seated-nudes.jpg!Large.jpg,downloaded
George Romney,Rococo,https://uploads0.wikiart.org/images/george-romney/robert-thyer-1709-1781-chetham-s-librarian.jpg!Large.jpg,downloaded
Theophile Steinlen,Art Nouveau,https://uploads5.wikiart.org/images/th-ophile-steinlen/a-l-atelier-1893.jpg,downloaded
Jean-Antoine Watteau,Rococo,https://uploads6.wikiart.org/images/antoine-watteau/the-capricious-girl.jpg!Large.jpg,downloaded
Ivan Shishkin,Realism,https://uploads4.wikiart.org/images/ivan-shishkin/oak-grove-in-a-gray-day-1873.jpg!Large.jpg,downloaded
Anita Malfatti,Post-Impressionism,https://uploads7.wikiart.org/images/anita-malfatti/a-mulher-de-cabelos-verdes-1916.jpg,downloaded
Ferdinand Hodler,Realism,https://uploads2.wikiart.org/images/ferdinand-hodler/the-good-samaritan-1885.jpg!Large.jpg,downloaded
Octav Bancila,Impressionism,https://uploads8.wikiart.org/images/octav-bancila/evreu-din-t-rgu-cucului.jpg!Large.jpg,downloaded
John Jackson,Rococo,https://uploads6.wikiart.org/images/john-jackson/john-flaxman-1755-1826.jpg!Large.jpg,downloaded
Theodor Severin Kittelsen,Neo-Romanticism,https://uploads3.wikiart.org/images/theodor-severin-kittelsen/roser-og-fioler.jpg!Large.jpg,downloaded
Constantin Artachino,Realism,https://uploads6.wikiart.org/images/constantin-artachino/corner-of-bucharest-during-winter.jpg,downloaded
Pietro Perugino,Expressionism,https://uploads4.wikiart.org/images/pietro-perugino/praying-for-a-cup.jpg!Large.jpg,downloaded
Ernst Ludwig Kirchner,Expressionism,https://uploads2.wikiart.org/images/ernst-ludwig-kirchner/three-nudes-in-the-forest-2.jpg!Large.jpg,downloaded
Georgia O'Keeffe,Precisionism,https://uploads8.wikiart.org/images/georgia-o-keeffe/east-river-from-the-thirtieth-story-of-the-shelton-hotel.jpg!Large.jpg,downloaded
John Singer Sargent,Impressionism,https://uploads5.wikiart.org/images/john-singer-sargent/mediterranean-landscape.jpg!Large.jpg,downloaded
Charles M. Russell,Romanticism,https://uploads8.wikiart.org/images/charles-m-russell/christmas-dinner-for-the-men-on-the-trail-1905.jpg!Large.jpg,downloaded
Paul Wonner,Contemporary Realism,https://uploads4.wikiart.org/images/paul-wonner/study-for-still-life-with-flowers-in-a-whiskey-bottle-1981.jpg,downloaded
James Abbott McNeill Whistler,Symbolism,https://uploads3.wikiart.org/images/james-mcneill-whistler/blue-and-violet-ii.jpg!Large.jpg,downloaded
Le Corbusier,Cubism,https://uploads0.wikiart.org/images/le-corbusier/taureau-xiii-1956.jpg,downloaded
Clarence Holbrook Carter,Op Art,https://uploads2.wikiart.org/images/clarence-holbrook-carter/untitled-faces-in-a-grid-red-and-blue-1973.jpg!Large.jpg,downloaded
Huang Yongyu,Abstract Expressionism,https://uploads8.wikiart.org/images/huang-yongyu/spring-plum-blossoms-1977.jpg,downloaded
Nicholas Roerich,Symbolism,https://uploads6.wikiart.org/images/nicholas-roerich/himalayas-pink-peak.jpg,downloaded
Eugene de Blaas,Academic Art,https://uploads1.wikiart.org/images/eugene-de-blaas/the-new-suitor.jpg!Large.jpg,downloaded
Lawrence Alma-Tadema,Romanticism,https://uploads8.wikiart.org/images/alma-tadema-lawrence/catullus-at-lesbia-s-1865.jpg!Large.jpg,downloaded
Charles Blackman,Pop Art,https://uploads8.wikiart.org/images/charles-blackman/girl-seated.jpg!Large.jpg,downloaded
Camille Corot,Realism,https://uploads7.wikiart.org/images/camille-corot/forest-in-fontainbleau.jpg!Large.jpg,downloaded
Lovis Corinth,Impressionism,https://uploads3.wikiart.org/images/lovis-corinth/roses-1910.jpg,downloaded
Gustave Loiseau,Post-Impressionism,https://uploads3.wikiart.org/images/gustave-loiseau/path-in-the-snow.jpg!Large.jpg,downloaded
Édouard Manet,Impressionism,https://uploads1.wikiart.org/images/edouard-manet/woman-with-a-cat.jpg!Large.jpg,downloaded
Max Kurzweil,Impressionism,https://uploads8.wikiart.org/images/max-kurzweil/a-walk-in-the-garden-1896.jpg,downloaded
Charles M. Russell,Romanticism,https://uploads4.wikiart.org/images/charles-m-russell/sun-river-war-party-1903.jpg!Large.jpg,downloaded
Peter Blake,Pop Art,https://uploads2.wikiart.org/images/peter-blake/peter-blake-and-the-two-knights-sat-and-looked-at-each-other-without-speaking-1970.jpg!Large.jpg,downloaded
Jacques Hérold,Lyrical Abstraction,https://uploads2.wikiart.org/images/jacques-h-rold/le-corps-que-j-ai-dans-la-t-te-1970.jpg,downloaded
Ellsworth Kelly,Hard Edge Painting,https://uploads6.wikiart.org/images/ellsworth-kelly/red-over-yellow-1965.jpg,downloaded
Theophile Steinlen,Realism,https://uploads5.wikiart.org/images/theophile-steinlen/nous-voila-chez-nous-1915.jpg,downloaded
George Pemba,Realism,https://uploads7.wikiart.org/images/george-pemba/young-boy-1957.jpg!Large.jpg,downloaded
Joseph Wright,Baroque,https://uploads1.wikiart.org/images/joseph-wright/lady-wilmot-and-her-child.jpg!Large.jpg,downloaded
Adolph Menzel,Realism,https://uploads0.wikiart.org/images/adolph-menzel/afternoon-in-the-tuileries-gardens-1867(1).jpg!Large.jpg,downloaded
Titian,Expressionism,https://uploads0.wikiart.org/images/titian/the-holy-family-with-a-shepherd.jpg!Large.jpg,downloaded
Ion Theodorescu-Sion,Post-Impressionism,https://uploads5.wikiart.org/images/ion-theodorescu-sion/mountain-folk.jpg!Large.jpg,downloaded
Edwin Austin Abbey,Romanticism,https://uploads3.wikiart.org/images/edwin-austin-abbey/unknown-title.jpg!Large.jpg,downloaded
Emiliano Di Cavalcanti,Cubism,https://uploads3.wikiart.org/images/emiliano-di-cavalcanti/natureza-morta-1968.jpg,downloaded
Kazuo Shiraga,Lyrical Abstraction,https://uploads7.wikiart.org/images/kazuo-shiraga/fluid-red-1968.jpg,downloaded
Andrea del Castagno,Early Renaissance,https://uploads8.wikiart.org/images/andrea-del-castagno/madonna-and-child.jpg!Large.jpg,downloaded
Claude Monet,Impressionism,https://uploads0.wikiart.org/images/claude-monet/waterloo-bridge-overcast-weather-1.jpg!Large.jpg,downloaded
Pierre Tal-Coat,Lyrical Abstraction,https://uploads8.wikiart.org/images/pierre-tal-coat/untitled-1984.jpg,downloaded
Giulio Turcato,Art Informel,https://uploads7.wikiart.org/images/giulio-turcato/cangiante-arancio-1979.jpg,downloaded
Ivan Aivazovsky,Romanticism,https://uploads0.wikiart.org/images/ivan-aivazovsky/between-the-waves-1898.jpg!Large.jpg,downloaded
Henry Herbert La Thangue,Impressionism,https://uploads6.wikiart.org/images/henry-herbert-la-thangue/in-the-orchard-1893.jpg!Large.jpg,downloaded
Edward Hopper,New Realism,https://uploads4.wikiart.org/images/edward-hopper/not_detected_235604.jpg!Large.jpg,downloaded
Elizabeth Thompson,Romanticism,https://uploads4.wikiart.org/images/elizabeth-thompson/the-plain-of-the-jordan-looking-from-new-jericho-towards-mount-pisgah.jpg,downloaded
August Macke,Expressionism,https://uploads2.wikiart.org/images/august-macke/sunny-way.jpg!Large.jpg,downloaded
Eyvind Earle,Magic Realism,https://uploads7.wikiart.org/images/eyvind-earle/hillside-magic.jpg!Large.jpg,downloaded
Nicholas Roerich,Symbolism,https://uploads3.wikiart.org/images/nicholas-roerich/himalayas-1941-4.jpg,downloaded
Sam Gilliam,Abstract Expressionism,https://uploads4.wikiart.org/images/sam-gilliam/buoy-landscape-ii-1982.jpg,downloaded
Ivan Shishkin,Realism,https://uploads8.wikiart.org/images/ivan-shishkin/the-path-through-the-woods-1880-oil-on-canvas-1880.jpg!Large.jpg,downloaded
Augustus John,Post-Impressionism,https://uploads0.wikiart.org/images/augustus-john/portrait-of-a-jamaican-woman-1937.jpg!Large.jpg,downloaded
James Ward,Romanticism,https://uploads2.wikiart.org/images/james-ward/walton-1812.jpg!Large.jpg,downloaded
