artist,style,url
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/head-of-saint-michael-from-the-petrobelli-altarpiece-paolo-caliari-called-paolo-veronese/8wHzRRGoIGaMNw
Palma il Giovane,Mannerism,https://artsandculture.google.com/asset/venus-and-mars-palma-il-giovane/7wEVc4OyXgeryA
,Mannerism,https://artsandculture.google.com/asset/allegory-of-salvation-with-the-virgin-and-christ-child-st-elizabeth-the-young-st-john-the-baptist/XwGYMeVH5Rt70w
Bartolomeo Passarotti,Mannerism,https://artsandculture.google.com/asset/double-portrait-of-musicians/sAHUKkDzTNXANg
Tintoretto,Mannerism,https://artsandculture.google.com/asset/christ-with-the-adulterous-woman-jacopo-tintoretto/xAFu7h6JBvRteA
Parmigianino,Mannerism,https://artsandculture.google.com/asset/portrait-of-galeazzo-sanvitale-parmigianino-francesco-mazzola/owHeP9sp6NbM0w
El Greco,Mannerism,https://artsandculture.google.com/asset/st-bartholomew/lAHToi0sj3MVQw
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/christ-as-the-man-of-sorrows-maarten-van-heemskerck/8gEq0f3ksXaKOg
Agnolo Bronzino,Mannerism,https://artsandculture.google.com/asset/portrait-of-cosimo-i-de-medici-as-orpheus/EgEPBAbNN7lVBw
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-lady-as-saint-agnes-paolo-veronese/TgHEPQuYZLlhQA
El Greco,Mannerism,https://artsandculture.google.com/asset/the-annunciation-el-greco-doménikos-theotokópoulos/7gE1r9-kd352kg
El Greco,Mannerism,https://artsandculture.google.com/asset/portrait-of-dr-francisco-de-pisa-el-greco-domenikos-theotokopoulos/RAHfiYXTdmqk0Q
Bronzino,Mannerism,https://artsandculture.google.com/asset/cosimo-i-de-medici-1519–1574-bronzino/RgHfsVqUZuLHhw
Bronzino,Mannerism,https://artsandculture.google.com/asset/saint-john-the-baptist-agnolo-bronzino/KAE55Ad5GMpFcQ
Abraham Bloemaert,Mannerism,https://artsandculture.google.com/asset/joseph-and-his-brothers-abraham-bloemaert/jQHCgz0gozvRfw
Niccolò dell'Abbate,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-young-man-with-a-book-nicolò-dell-abate/6AEISEKKyJsl7w
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-madonna-of-the-cuccina-family/7AG0bmDA2UHBXw
El Greco,Mannerism,https://artsandculture.google.com/asset/portrait-of-juan-de-ávila/kAEpjCE9J35ZDA
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-ascension/AQHF2nt1R3JVVg
Bronzino,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-bronze-snake/qAH7QRHU-H03ew
Parmigianino,Mannerism,https://artsandculture.google.com/asset/the-circumcision-parmigianino/lgFrdPWM8thuTQ
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-man-with-a-red-cloak-jacopo-tintoretto/rAHInaULtka3Gw
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/bartolomeo-bonghi-died-1584-giovanni-battista-moroni/pAGezlyw7Cn2UA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/the-finding-of-moses-jacopo-tintoretto-jacopo-robusti/JAHSa5IKfoHPVg
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-young-man-giovanni-battista-moroni/bwHDJm3q9PII1Q
El Greco,Mannerism,https://artsandculture.google.com/asset/st-matthew/qAEqdzzm4SMIOA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/the-flagellation/NwG-hB_Wz4ndYQ
Federico Zuccaro,Mannerism,https://artsandculture.google.com/asset/arriving-in-venice-emperor-fredrerick-pays-public-homage-to-pope-alexander-iii/egELFEspyoSh8A
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/portraits-of-a-couple-possibly-pieter-gerritsz-bicker-and-anna-codde-maarten-van-heemskerck/9AFtDW-LxgI6Rg
Joachim Wtewael,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-shepherds-joachim-wtewael/lgEsjSzG1MVx5w
El Greco,Mannerism,https://artsandculture.google.com/asset/st-frnacis-of-assis-and-brother-leo-meditating-on-death-doménico-theotokópoulus-el-greco/eQHwml2RAuJBQg
Bronzino,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-young-man-agnolo-di-cosimo-di-mariano-called-bronzino/agHj--XR5dcL1A
Cornelis Ketel,Mannerism,https://artsandculture.google.com/asset/sir-john-smythe-of-westenhanger-kent-1557–1608-cornelis-ketel-1548–1616-dutch-active-in-britain-1573–81/9QG8S8iTfbA6TA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/the-risen-chirist-and-portraits-of-three-avogadors/FwHbAvdZRMPGNA
El Greco,Mannerism,https://artsandculture.google.com/asset/the-visitation/HQEQ_qXDtRrzkA
Parmigianino,Mannerism,https://artsandculture.google.com/asset/the-madonna-and-child-parmigianino-girolamo-francesco-maria-mazzola/kAHKOEX1tI9pOg
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-crucifixion-paolo-veronese/tAHysV_VwkfWSQ
Jan Brueghel the Elder,Mannerism,https://artsandculture.google.com/asset/diana-and-actaeon-jan-brueghel-the-elder/3AHCyZJPiJI1pg
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/rape-of-europa/-gGpvoS76H1ekw
Jan Brueghel the Elder,Mannerism,https://artsandculture.google.com/asset/water-jan-brueghel-l-ancien-dit-de-velours/2QErBMq6D_Nqrw
Andrea del Sarto,Mannerism,https://artsandculture.google.com/asset/the-holy-family-andrea-del-sarto/AQFZ2qJ7Y3sckg
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/madonna-with-child-called-the-“gypsy”-correggio-antonio-allegri/jgHpwHju7b9sdg
Giulio Romano,Mannerism,https://artsandculture.google.com/asset/the-madonna-and-child-with-saint-john-the-baptist/rAGKnjUqMhEiQQ
Tintoretto,Mannerism,https://artsandculture.google.com/asset/baptism-of-christ/VgFjIWfcOaz_dA
Bronzino,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-bronze-snake/TgHfppqv0ERW9w
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-il-gentile-cavaliere-giovanni-battista-moroni/OQERgo_nf9DFEg
Parmigianino,Mannerism,https://artsandculture.google.com/asset/holy-family-parmigianino-francesco-mazzola/zQGOjNQr0bYY_g
Scipione Pulzone,Mannerism,https://artsandculture.google.com/asset/the-annunciation-scipione-pulzone/lwH4-Ou94BnXog
Luis Juárez,Mannerism,https://artsandculture.google.com/asset/the-prayer-in-the-garden/cgGES68Pm9dMnA
Domenico Tintoretto,Mannerism,https://artsandculture.google.com/asset/allegory-of-vigilance-domenico-robusti-called-domenico-tintoretto/CgEpu7OHn2nhsA
Nosadella,Mannerism,https://artsandculture.google.com/asset/holy-family-with-saints-anne-catherine-of-alexandria-and-mary-magdalene-nosadella/6wEUWutaAOpLTQ
Leandro Bassano,Mannerism,https://artsandculture.google.com/asset/the-last-judgement/QgHkje7rX0GdvA
Andrea del Sarto,Mannerism,https://artsandculture.google.com/asset/the-madonna-and-child/wgH38udMA-4JXw
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-baptism-of-christ-paolo-veronese-paolo-caliari/0QFVEdMTs3okMQ
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-mystic-marriage-of-st-catherine/CwGX8R7QywPwVQ
Scarsellino,Mannerism,https://artsandculture.google.com/asset/adoration-of-the-magi/UQHiKuYooUgkrQ
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/mystical-marriage-of-st-catherine-correggio-antonio-allegri/0AFmepIju9Zs-g
El Greco,Mannerism,https://artsandculture.google.com/asset/the-penitent-magdalene-domenikos-theotokopoulos-called-el-greco/DwGi1iCeDY6AiQ
Parmigianino,Mannerism,https://artsandculture.google.com/asset/st-barbara-parmigianino/ZgHAZ0VOJakepQ
Andrea del Sarto,Mannerism,https://artsandculture.google.com/asset/charity-andrea-del-sarto/cQGSx5z9B0r3-Q
Santi di Tito,Mannerism,https://artsandculture.google.com/asset/madonna-and-child-with-the-infant-saint-john-the-baptist-santi-di-tito/2wGKq4X2KOPGrw
Il Pordenone,Mannerism,https://artsandculture.google.com/asset/disputation-of-the-immaculate-conception-pordenone-giovanni-antonio-de-sacchis/FwE_E0WETaeM2A
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-punishment-of-the-forger/fwEbFwYHi-79tA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-doge-pietro-loredan-tintoretto-jacopo-robusti/ggFmc8WZpyRsfA
Alessandro Allori,Mannerism,https://artsandculture.google.com/asset/portrait-of-francesco-i-de-medici-alessandro-allori/rQHvAThkYj1iqg
Tintoretto,Mannerism,https://artsandculture.google.com/asset/crowning-with-thorns/jwGAKwLEsU5KrA
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/allegory-of-innocence-and-guile-maerten-van-heemskerck/IQGmM3GL7Pk6Pg
El Greco,Mannerism,https://artsandculture.google.com/asset/christ-in-prayer-doménikos-theotokópulos-called-el-greco/5AHZprvuMSroDg
Jacopo Bassano,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-cardinal-jacopo-bassano-ascribed-to/6AGolOM2oOV7IQ
Paolo Farinato,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-magi-farinato-paolo/LgHg_N28_wICgA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-tintoretto-jacopo/GQFXztoub9fVPA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/lorenzo-soranzo-jacopo-robusti-called-tintoretto/PQEHIK_WtfG_BA
Leandro Bassano,Mannerism,https://artsandculture.google.com/asset/last-judgment-leandro-dal-ponte-called-leandro-bassano/ewFx_HUmepdNyg
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-the-procurator-alessandro-gritti-jacopo-robusti-tintoretto/ggFaRi1hQmFpLQ
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-man-who-is-reading-antonio-allegri-known-as-correggio/DgH9SCufiXzVoQ
Scarsellino,Mannerism,https://artsandculture.google.com/asset/baptism-of-christ/CgG2fi4YAGXFFw
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/the-baptism-of-christ-maarten-van-heemskerck/uAE29bTL8X-gzw
Tintoretto,Mannerism,https://artsandculture.google.com/asset/twenty-five-year-old-youth-with-fur-lined-coat/hgGVvbEEJ59oBA
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/holy-family-with-young-saint-john-workshop-of-paolo-veronese/-AHhzjVMvDowLw
Jacopo Bassano,Mannerism,https://artsandculture.google.com/asset/adoration-of-the-magi-jacopo-bassano-il-vecchio/vAHvchMM2_H2Uw
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/the-tower-of-babel-van-heemskerck-circle-of-maarten/lAGJBOd59mqUGQ
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/holy-family-with-the-infant-st-john-correggio-antonio-allegri/zAFznorKc_EDPA
Bartolomeo Passarotti,Mannerism,https://artsandculture.google.com/asset/the-coronation-of-the-virgin-with-saints-luke-dominic-and-john-the-evangelist-bartolomeo-passerotti/VAG8l3212oZcQA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-jacopo-robusti-tintoretto/yAHVbPrFr7fZvA
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-virgin-and-child-with-angels-appearing-to-saints-anthony-abbot-and-paul-the-hermit-paolo-veronese/fAEYdo9pmNMoBA
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-vercellino-olivazzi-moroni-giovanni-battista/3wF5ReLK381YWg
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/good-government/6AGjxjhrGHu9kw
Garofalo,Mannerism,https://artsandculture.google.com/asset/madonna-with-the-child-in-glory-and-holy-ones/2AGSCmdI0gmvOA
Luis Tristán,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-magi-luis-tristán/-gGLrO1BwvNcmQ
Prospero Fontana,Mannerism,https://artsandculture.google.com/asset/holy-family-with-st-catherine-of-alexandria-and-the-infant-st-john-the-baptist-prospero-fontana/NAEyd0ZpNaSlJw
Domenico Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-domenico-robusti-called-domenico-tintoretto/UQFm2DiXVXipoQ
Joachim Wtewael,Mannerism,https://artsandculture.google.com/asset/portrait-of-christina-wtewael-van-halen-1568-1629-joachim-wtewael/HwFrARr8yE3JlA
Girolamo Mazzola Bedoli,Mannerism,https://artsandculture.google.com/asset/the-holy-family-with-saint-francis-of-assisi-girolamo-mazzola-bedoli/hQH8LkIt5kaewQ
El Greco,Mannerism,https://artsandculture.google.com/asset/st-louis-king-of-france/YAFK6Qzgkz6oBQ
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-an-old-man-probably-vercellino-olivazzi-senator-from-bergamo-attributed-to-giambattista-moroni/xQGwTNsF9nq1KA
Scipione Pulzone,Mannerism,https://artsandculture.google.com/asset/magdalene-at-the-tomb-scipione-pulzone-known-as-gaetano/ogHkj0bYN_-vng
Garofalo,Mannerism,https://artsandculture.google.com/asset/madonna-with-the-child/PAGvZxI-Jj1JYg
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/nessus-and-deianira-attributed-to-lambert-sustris/CQHGLUQ8lcUpDw
Parmigianino,Mannerism,https://artsandculture.google.com/asset/lucrezia-parmigianino-francesco-mazzola/BgF_rr0zYjKzig
Niccolò dell'Abbate,Mannerism,https://artsandculture.google.com/asset/marriage-of-a-patrician-couple-nicolò-dell-abate/mQGbUsb8UEVfbg
Scipione Pulzone,Mannerism,https://artsandculture.google.com/asset/cardinal-ferdinando-de-medici-later-grand-duke-ferdinando-i-of-tuscany-scipione-pulzone/GgG3RRK0w6Yg0Q
Francesco de Rossi,Mannerism,https://artsandculture.google.com/asset/holy-family-with-saint-john-the-baptist-francesco-salviati/hwHOZtCbPhGtkQ
Tintoretto,Mannerism,https://artsandculture.google.com/asset/the-ambassadors-of-doge-ziani-petition-in-vain-for-barbarossa-to-make-peace-with-alexander-iii/HwF-qwUNJX4k7w
Alessandro Allori,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-noblewoman-with-her-son-alessandro-allori/0gEKhHpHDgTuJA
El Greco,Mannerism,https://artsandculture.google.com/asset/l-ultima-cena-domenico-theotokopulos-detto-el-greco/iAFZK2WmWxDbKQ
Bronzino,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-bronze-snake/OgEWgU7SHNBcqQ
Abraham Bloemaert,Mannerism,https://artsandculture.google.com/asset/vertumnus-and-pomona/6QGigqZa27b2Fg
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-man-giambattista-moroni/jAGswYHpYGAUrw
Cornelis van Haarlem,Mannerism,https://artsandculture.google.com/asset/two-male-nudes-cornelis-cornelisz-van-haarlem/jQEFKJGqeZJjmQ
Paul Bril,Mannerism,https://artsandculture.google.com/asset/a-wooded-landscape-with-a-bridge-and-sportsmen-at-the-edge-of-the-river-paul-bril/vQHujsxX5RFGbw
Tintoretto,Mannerism,https://artsandculture.google.com/asset/christ-and-the-adulteress/pgEsnh8AZUKh1Q
Cornelis Ketel,Mannerism,https://artsandculture.google.com/asset/richard-goodricke-of-ribston-yorkshire-cornelis-ketel/igFLeUkOo6TUyQ
Girolamo Mazzola Bedoli,Mannerism,https://artsandculture.google.com/asset/the-annunciation-gerolamo-mazzola-bedoli/dwHQjZItNxjAog
Sebastiano del Piombo,Mannerism,https://artsandculture.google.com/asset/the-madonna-of-the-veil-sebastiano-del-piombo-sebastiano-luciani/0AH4zIib-wifWA
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/st-anthony-the-abbot-correggio-antonio-allegri/xgHXmY8F7PULgA
Jan Brueghel the Elder,Mannerism,https://artsandculture.google.com/asset/road-to-golgotha-jan-brueghel-the-elder-attributed-to/YQEO7tLPqIy8zA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-young-man-as-david/LAHU_NvON6E2hQ
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-man-lambert-sustris/JQH0rAD2lwdctQ
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/woman-with-mirror-lambert-sustris/pQHhLfUR1fYmTQ
Tintoretto,Mannerism,https://artsandculture.google.com/asset/allegorical-figure-of-spring-jacopo-robusti-called-tintoretto/mAH_YZ1r9NNNtQ
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/the-martyrdom-of-saint-peter-from-veron-giovan-battista-moroni/OwH8z6V4URjBZw
Bronzino,Mannerism,https://artsandculture.google.com/asset/portrait-of-an-elderly-lady-agnolo-bronzino/9AGlckPSQKwfuA
Hans Rottenhammer,Mannerism,https://artsandculture.google.com/asset/diana-and-actaeon-hans-rottenhammer/YwEuvzgIdvbUgQ
Anthonie Blocklandt van Montfoort,Mannerism,https://artsandculture.google.com/asset/the-adoration-of-the-shepherds-anthonie-blocklandt/xgG9WxpOH2-NhQ
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-the-procurator-jacopo-soranzo-jacopo-robusti-known-as-tintoretto/iAGsf0OR348l9A
Bronzino,Mannerism,https://artsandculture.google.com/asset/venus-cupid-and-jealousy-agnolo-di-cosimo-bronzino/KAFimuKueyBsDg
Niccolò Pisano,Mannerism,https://artsandculture.google.com/asset/santa-conversación/0wH-h_nMbs0HnQ
Paris Bordone,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-with-red-sleeves-paris-bordon/3QF7m7LVbj4QMg
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/woman-with-shield-circle-of-lambert-sustris/zwFU-hEUqYF7Cw
Alessandro Allori,Mannerism,https://artsandculture.google.com/asset/allegorical-portrait-of-a-young-man-in-the-guise-of-mercury-slaying-argus/dAF4q0hzq2xueQ
El Greco,Mannerism,https://artsandculture.google.com/asset/christ-driving-the-money-changers-from-the-temple/RAGmOBdfpuVs_g
Jan Brueghel the Elder,Mannerism,https://artsandculture.google.com/asset/fish-market-in-front-of-a-town-jan-brueghel-the-elder/qAFjOTTWpA7vTA
Prospero Fontana,Mannerism,https://artsandculture.google.com/asset/the-dispute-of-saint-catherine/3gEYNSbnF3E-rA
Cornelis Ketel,Mannerism,https://artsandculture.google.com/asset/portrait-of-paulus-van-vianen-1550-1613-cornelis-ketel/HgGzNa9BtL7hDQ
Giovanni Battista Moroni,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-gentleman-giovanni-battista-moroni/SgFiieOxvkqADg
Scarsellino,Mannerism,https://artsandculture.google.com/asset/martyrdom-of-st-venantius-of-camerino-scarsellino/OQGRBeHzGGFMJw
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/woman-with-text-panel-circle-of-lambert-sustris/LgFmrTJGPXDo-w
Bronzino,Mannerism,https://artsandculture.google.com/asset/portrait-of-lorenzo-lenzi-agnolo-allori-known-as-bronzino/bgFmDq6q2pirgQ
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-peace/nAG3dBQv_GrpnQ
Scarsellino,Mannerism,https://artsandculture.google.com/asset/the-fall-of-saint-paul/KgFr-igIZzKEIQ
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/the-dead-christ-supported-by-an-angel-and-adored-by-a-franciscan-paolo-veronese/JgFiBwTTdvvT6A
Fontana Prospero,Mannerism,https://artsandculture.google.com/asset/matrimonio-mistico-di-santa-caterina-d-alessandria-fontana-prospero/eAErUzXFlkxMPw
Jacob de Backer,Mannerism,https://artsandculture.google.com/asset/lot-und-seine-töchter-jacob-jacques-de-backer/cQFUoMXhetLUgA
Alessandro Allori,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-woman-allori-alessandro/fQHygHJE78K8hw
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/jacob-willemsz-van-veen-1456–1535-the-artist-s-father-maarten-van-heemskerck/igGqOZH3K2ATbA
Francesco Bassano the Younger,Mannerism,https://artsandculture.google.com/asset/the-venetian-fleet-about-to-set-sail-from-the-quay-at-st-mark-s-against-the-ships-of-barbarossa/wgG0hHmjmMk3WA
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-man-jacopo-tintoretto-jacopo-robusti/VgHCovC27kn4BQ
Scarsellino,Mannerism,https://artsandculture.google.com/asset/adoration-of-the-magi/HgEyUhesKrmTgw
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/san-giuseppe-e-un-devoto-correggio-antonio-allegri/AgFTaq4cx_fVMg
Lambert Sustris,Mannerism,https://artsandculture.google.com/asset/reclining-venus-attributed-to-lambert-sustris/1wGweaEn17wLyg
Antonio da Correggio,Mannerism,https://artsandculture.google.com/asset/christ-on-the-mount-of-olives-correggio/oAHkzCww7mRddw
Jacopino del Conte,Mannerism,https://artsandculture.google.com/asset/holy-family-jacopino-del-conte/9gHYBhOqV3PLWA
Marco Marchetti,Mannerism,https://artsandculture.google.com/asset/annunciazione-marchetti-marco-detto-marco-da-faenza/9wHE0VRFWLOOrQ
Daniele da Volterra,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-young-man-daniele-da-volterra/mgFCoeRgEEulXQ
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/taufe-christi-paolo-caliari-gen-veronese-verona-1528-1588-venedig/NwELovW02d-Lig
Paolo Veronese,Mannerism,https://artsandculture.google.com/asset/saint-catherine-workshop-of-paolo-caliari-veronese/0wH9Jlrbo5YPGQ
Maerten van Heemskerck,Mannerism,https://artsandculture.google.com/asset/left-wing-of-a-triptych-the-donor-matelief-dammasz-and-st-paul-front-and-the-erythraean-sibyl-back-maarten-van-heemskerck/fwEPWsfGNg1jiQ
Palma il Giovane,Mannerism,https://artsandculture.google.com/asset/mourning-of-dead-christ-jacopo-negretti-palma-il-giovane/9wFuoifsXCq3pA
Francesco de Rossi,Mannerism,https://artsandculture.google.com/asset/self-portrait-as-gentleman-francesco-salviati-francesco-de-rossi/HQFyX6JubqztWQ
Jacopo Sansovino,Mannerism,https://artsandculture.google.com/asset/la-vergine-col-bambino-jacopo-tatti-detto-sansovino/6AGwsiykttxsfQ
Alessandro Allori,Mannerism,https://artsandculture.google.com/asset/adoration-of-the-shepherds-attributed-to-alessandro-allori/lAE5yIgV-P4mbw
Tintoretto,Mannerism,https://artsandculture.google.com/asset/portrait-of-a-sixty-eight-year-old-gentleman-tintoretto/yAFDmdfY2Fu8Ww
Bernardo Bitti,Mannerism,https://artsandculture.google.com/asset/christ-of-the-cane/KgHsInrArlGoiw
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-emperor-napoleon-in-his-study-at-the-tuileries/zQEbF0AA9NhCXQ
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/marat-assassinated-jacques-louis-david/7QGjl9R141MCBw
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-oath-of-the-horatii-jacques-louis-david/pQHdi199vQiPkw
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-death-of-socrates-jacques-louis-david/wgHWvnlrjJm_4Q
Edwin Long,Neoclassicism,https://artsandculture.google.com/asset/queen-esther-edwin-long/RAE4eZ--7_xm2A
Frederic Leighton,Neoclassicism,https://artsandculture.google.com/asset/perseus-and-andromeda-frederic-lord-leighton/kgGQB4KvGibQ7g
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-jeu-de-paume-oath-jacques-louis-david/fAER0Kl7k5kYEQ
Jean-Baptiste Debret,Neoclassicism,https://artsandculture.google.com/asset/estudo-para-desembarque-de-d-leopoldina-no-brasil-jean-baptiste-debret/yAFEiTz5X4NPqg
Johann Heinrich Tischbein,Neoclassicism,https://artsandculture.google.com/asset/goethe-in-the-roman-campagna-johann-heinrich-wilhelm-tischbein/aAH2PRcepgpGwA
Jean-Auguste-Dominique Ingres,Neoclassicism,https://artsandculture.google.com/asset/odalisque-with-a-slave/twESkuiQcTe9fg
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-anger-of-achilles-jacques-louis-david/egH1jm7p2qNAUw
Francesco Hayez,Neoclassicism,https://artsandculture.google.com/asset/portrait-of-the-singer-matilde-juva-branca-francesco-hayez/iQHadqu6iUsPXw
Jean-Léon Gérôme,Neoclassicism,https://artsandculture.google.com/asset/young-greeks-attending-a-cock-fight/LwFb6yJSxM9r7g
Élisabeth Vigée Le Brun,Neoclassicism,https://artsandculture.google.com/asset/madame-grand-noël-catherine-vorlée-1761–1835-élisabeth-louise-vigée-le-brun/VgGVzbNUlGoZmQ
Anton Losenko,Neoclassicism,https://artsandculture.google.com/asset/vladimir-and-rogneda/JAEhb4okQPTGeA
Adélaïde Labille-Guiard,Neoclassicism,https://artsandculture.google.com/asset/self-portrait-with-two-pupils-marie-gabrielle-capet-1761–1818-and-marie-marguerite-carreaux-de-rosemond-died-1788-adélaïde-labille-guiard/vQG2qXrveMd46Q
Frederic Leighton,Neoclassicism,https://artsandculture.google.com/asset/the-bath-of-psyche-frederic-lord-leighton/_wH5urm7omwnzQ
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/the-farewell-of-telemachus-and-eucharis-jacques-louis-david/rwHbSEhvONtMwg
Angelica Kauffman,Neoclassicism,https://artsandculture.google.com/asset/ariadne-abandoned-by-theseus-angelica-kauffmann/bAEFIdBhasJ4Ng
Élisabeth Vigée Le Brun,Neoclassicism,https://artsandculture.google.com/asset/madame-grand-noël-catherine-vorlée-1761–1835-élisabeth-louise-vigée-le-brun/WgH6erQsCpS08A
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/napoleon-at-the-great-st-bernard-jaques-louis-david/pQEGuRLRGyr2kA
Jean-Baptiste Debret,Neoclassicism,https://artsandculture.google.com/asset/portrait-of-d-joão-vi-jean-baptiste-debret/wwGmyeWfznlnjw
Jean-Baptiste Debret,Neoclassicism,https://artsandculture.google.com/asset/tattooed-black-woman-selling-cashew-fruits-jean-baptiste-debret/rQEbCRx1_TN34Q
Jean-Auguste-Dominique Ingres,Neoclassicism,https://artsandculture.google.com/asset/the-spring/UgGazOdHtaBluA
John Singleton Copley,Neoclassicism,https://artsandculture.google.com/asset/the-copley-family/HAHtxG9tODJteg
Claude Joseph Vernet,Neoclassicism,https://artsandculture.google.com/asset/a-calm-at-a-mediterranean-port-claude-joseph-vernet/7QH_cWFZVdrqGg
Christoffer Wilhelm Eckersberg,Neoclassicism,https://artsandculture.google.com/asset/mendel-levin-nathanson-s-elder-daughters-bella-and-hanna-c-w-eckersberg/8QF9T-CMgF7tZA
John Singleton Copley,Neoclassicism,https://artsandculture.google.com/asset/a-boy-with-a-flying-squirrel-henry-pelham/0wEjGGuy92ad7w
Anselm Feuerbach,Neoclassicism,https://artsandculture.google.com/asset/battle-of-amazons-anselm-feuerbach/sQFVLv8kQAWf4w
Jacques-Louis David,Neoclassicism,https://artsandculture.google.com/asset/apollo-and-diana-attacking-the-children-of-niobe/kQHMOBncm0hW2g
Jean-Baptiste Debret,Neoclassicism,https://artsandculture.google.com/asset/retrato-de-d-joão-vi-jean-baptiste-debret/ywH6TcenrBySyw
William-Adolphe Bouguereau,Neoclassicism,https://artsandculture.google.com/asset/orestes-pursued-by-the-furies-adolphe-william-bouguereau/SQE-jakW_S49YA
Jean-Baptiste Debret,Neoclassicism,https://artsandculture.google.com/asset/study-for-arrival-of-d-leopoldina-jean-baptiste-debret/igE7CI8wh6qepg
